# Format: McCode with text headers
# URL: http://www.mccode.org
# Creator: McStas 2.5 - Dec. 12, 2018
# Instrument: ISIS_SANS2d.instr
# Ncount: 1000000
# Trace: no
# Gravitation: no
# Seed: 1574373275
# Directory: /Users/peterkonik/JOB/git_repos/NERA/ISIS_SANS2d_20191121_162614
# Param: L1=3.926
# Param: A1w=0.03
# Param: A1h=0.02
# Param: S6=0.006
# Param: A2=0.006
# Param: Lmin=1
# Param: Lmax=14
# Date: Thu Nov 21 16:26:17 2019 (1574342777)
# type: array_2d(100, 100)
# Source: ISIS_SANS2d (ISIS_SANS2d.instr)
# component: psd4
# position: 0.34272 0 19.4446
# title: PSD monitor
# Ncount: 1000000
# filename: psd4.dat
# statistics: X0=0.00386628; dX=0.322309; Y0=-0.00169891; dY=0.308978;
# signal: Min=0; Max=3705.27; Mean=551.792;
# values: 5.51792e+06 42259.2 19244
# xvar: X 
# yvar: Y 
# xlabel: X position [cm]
# ylabel: Y position [cm]
# zvar: I
# zlabel: Signal per bin
# xylimits: -0.75 0.75 -0.75 0.75
# variables: I I_err N
# Data [psd4/psd4.dat] I:
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 323.923409 0 327.4580227 0 0 0 0 0 0 330.483675 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 327.1871004 0 0 0 0 0 0 332.144397 0 0 0 0 0 0 0 332.144397 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 325.5511649 0 0 0 0 333.7843702 330.483675 0 0 935.044477 332.149276 0 0 328.8312566 328.8312566 0 0 328.8312566 0 328.8312566 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 327.1871004 0 0 0 0 0 0 333.8134643 332.144397 649.0264122 328.8312566 251.0490133 320.6418584 0 1.869292497e-13 306.1308189 332.144397 0 328.8312566 332.144397 0 333.8134643 298.1809317 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 319.0042485 0 0 0 0 0 0 0 0 330.483675 0 332.144397 328.40074 321.3836733 0 330.483675 0 0 293.5990078 975.1362106 662.628072 0 0 0 624.591588 647.7518741 0.4240697085 0 275.0242418 998.1106037 325.5511649 0 0 1.777180929e-20 3.995988189e-11 0 0 1.581587587e-06 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 322.303792 0 0 0 0 0 0 0 0 0 0 0 0 320.512313 588.7105432 0 0 328.8312566 657.6707754 332.144397 328.8312566 331.8274382 335.4909189 667.6269287 665.9578613 0 328.8312566 333.8134643 651.8327874 332.144397 330.483675 0 662.628072 651.1759481 0 0 332.144397 0 324.485605 0 322.303792 0 657.6707754 332.144397 0 0 0 0 328.8312566 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 330.483675 9.798751798e-26 0 1325.272793 332.144397 975.1821722 1620.246253 667.6353159 278.3553658 958.1946039 322.1387361 1651.916594 341.6870382 707.3930953 368.0325685 1319.778417 659.3314974 333.8134643 1656.584367 656.2859254 1206.594387 662.6447211 332.144397 1316.781405 660.9756537 652.787467 332.1781587 667.6353159 909.2118485 328.8312566 5.029970463e-18 330.515997 292.6067984 0 0 0 281.254739 0 2.22526187e-07 319.8616759 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 330.483675 0 0 0 328.8312566 316.0211948 0 0 9.272580072e-15 33.95763034 0 963.1581124 0 325.5511649 0 333.8134643 329.1812096 972.0227401 332.144397 1290.772044 994.8475783 618.3502894 962.9435432 0 658.7865676 526.1306301 659.3431438 0 1256.816305 330.483675 973.6368285 330.483675 1593.246229 652.902276 657.7947109 332.144397 332.144397 1664.076852 992.9956653 330.483675 1269.782173 0 637.7302754 4.282056759e-14 0 1321.95957 0 0 283.3211401 0 0 99.85224695 327.1871004 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
